id,product_id,brand,price,color,purchased,days_on_market
54522,474,samsung,131.92,silver,1,4
83842,406,xiaomi,193.03,black,0,30
196798,474,samsung,131.92,silver,1,4
176723,482,samsung,275.4,black,0,30
189665,459,samsung,229.41,black,1,15
179428,419,samsung,250.82,white,1,14
100838,62,apple,690.73,gold,0,30
129893,459,samsung,240.53,blue,0,30
120820,351,huawei,165.5,silver,1,24
187210,406,xiaomi,190.61,gold,0,30
78445,458,samsung,230.63,white,1,5
174615,420,samsung,244.1,white,1,26
40838,260,apple,740.97,blue,0,30
192059,370,samsung,746.06,silver,1,30
35204,239,apple,1002.47,black,0,30
110502,557,xiaomi,98.51,blue,0,30
67015,56,apple,581.12,blue,0,30
114172,485,samsung,365.45,silver,1,29
215819,461,oppo,179.9,blue,0,30
114341,20,apple,462.35,silver,1,5
20377,610,samsung,140.28,blue,0,30
201346,630,apple,1027.05,white,1,3
150610,640,apple,1427.23,silver,1,15
21198,20,apple,460.11,white,1,15
60514,617,apple,1349.46,silver,1,29
128696,370,samsung,794.59,gold,0,30
77112,260,apple,766.76,white,1,13
84703,11,apple,531.41,blue,0,30
73006,13,apple,532.57,gold,0,30
190830,474,samsung,131.64,black,1,14
68876,459,samsung,224.07,black,1,23
157792,420,samsung,246.52,black,0,30
59514,66482,samsung,771.94,gold,0,30
207201,419,samsung,249.39,blue,0,30
94597,626,apple,1003.6,black,1,16
11695,625,apple,1181.5,gold,0,30
43048,426,huawei,256.91,blue,0,30
138189,20,apple,459.61,blue,0,30
196677,457,samsung,174.78,blue,0,30
87475,260,apple,740.79,white,1,21
150577,482,samsung,284.74,white,1,19
201112,617,apple,1350.58,silver,1,29
87730,328,meizu,70.79,white,1,19
203195,588,samsung,1202.66,gold,0,30
208664,406,xiaomi,187.96,white,1,11
99754,553,huawei,258.18,white,1,0
86284,610,samsung,142.57,silver,1,20
207612,476,samsung,131.53,silver,1,18
87981,18,apple,513.01,blue,0,30
178055,270,apple,812.09,silver,1,13
181146,485,samsung,369.2,gold,0,30
30364,679,samsung,228.23,white,1,11
10156,67,apple,940.82,white,1,10
24449,456,samsung,174.05,white,1,2
5885,20,apple,462.39,gold,0,30
148534,123690,samsung,193.31,black,0,30
21727,406,xiaomi,196.63,black,1,3
79893,27,apple,358.57,black,1,14
191599,420,samsung,250.64,silver,1,16
195731,474,samsung,130.99,silver,0,30
35866,67,apple,928.47,black,0,30
179830,230,samsung,88.8,blue,0,30
34023,419,samsung,243.48,black,0,30
29743,60,apple,696.29,black,1,17
103315,260,apple,766.76,silver,1,11
116771,456,samsung,172.14,gold,0,30
132683,626,apple,972.29,silver,1,26
106327,406,xiaomi,193.03,blue,0,30
50092,474,samsung,130.99,gold,0,30
93759,258,apple,802.21,gold,0,30
79091,459,samsung,230.59,gold,0,30
85396,626,apple,975.89,white,1,26
149039,420,samsung,243.47,black,0,30
180858,20,apple,458.42,gold,0,30
154884,531,oppo,179.26,black,0,30
177091,67,apple,928.47,blue,1,24
142612,424,xiaomi,135.01,white,1,12
26359,351,huawei,169.48,white,1,12
93423,55,apple,604.39,blue,0,30
168587,260,apple,746.22,silver,0,30
131819,22,apple,469.77,white,1,25
55742,56,apple,580.4,blue,0,30
17384,616,apple,975.57,gold,0,30
145610,372,samsung,731.04,silver,1,8
86931,459,samsung,223.74,black,0,30
106978,245,apple,1089.19,white,1,23
147020,260,apple,723.3,blue,0,30
185751,474,samsung,130.48,silver,1,11
197494,230,samsung,88.52,silver,1,26
118998,553,huawei,252.2,silver,1,15
121679,456,samsung,172.14,black,1,16
85352,655,apple,1744.65,gold,0,30
173104,679,samsung,246.62,silver,1,3
191207,420,samsung,250.82,silver,1,13
95547,421,samsung,253.31,silver,1,0
85980,459,samsung,230.64,black,0,30
87246,459,samsung,230.64,blue,0,30
53947,563,samsung,551.1,gold,1,23
112357,258,apple,802.59,silver,1,4
184048,367,samsung,621.46,gold,0,30
121753,456,samsung,170.85,blue,0,30
204105,646,apple,1747.79,blue,0,30
199879,20,apple,460.5,silver,1,12
136820,474,samsung,131.51,silver,1,24
62509,461,oppo,179.21,silver,1,28
101564,428,huawei,272.05,black,0,30
117394,456,samsung,172.14,silver,1,16
41649,351,huawei,169.86,blue,0,30
12996,260,apple,746.17,white,1,9
202829,612,samsung,143.63,silver,1,15
22405,420,samsung,250.69,blue,0,30
34269,120378,apple,424.7,black,0,30
103628,351,huawei,166.32,silver,1,20
113968,14,apple,643.23,black,1,5
211195,56,apple,579.74,silver,0,30
59026,406,xiaomi,189.71,silver,0,30
170575,22,apple,459.43,silver,1,6
55236,459,samsung,241.18,blue,0,30
70366,429,xiaomi,140.16,blue,0,30
22366,626,apple,954.72,gold,0,30
93666,260,apple,741.06,blue,1,7
96510,617,apple,1419.88,blue,0,30
26797,11,apple,511.72,gold,1,3
155354,260,apple,745.58,gold,0,30
178467,11,apple,534.09,silver,1,16
33213,260,apple,766.76,blue,0,30
132005,20,apple,460.5,black,0,30
122280,102635,honor,180.16,gold,0,30
102099,655,apple,1747.79,gold,0,30
93403,616,apple,975.57,blue,0,30
157597,119983,oppo,256.89,silver,0,30
185781,475,samsung,130.14,black,0,30
3077,28,apple,370.15,blue,1,4
186572,141155,xiaomi,262.3,black,1,26
63701,406,xiaomi,189.97,gold,0,30
150406,56,apple,583.59,blue,0,30
26232,614,xiaomi,433.72,white,1,9
18345,428,huawei,256.93,black,0,30
181568,421,samsung,251.47,blue,0,30
19788,626,apple,1003.85,silver,1,15
171704,491,oppo,154.11,black,1,29
149237,459,samsung,223.73,silver,1,26
107957,632,apple,1000.83,gold,0,30
169967,27,apple,358.57,gold,0,30
94487,408,xiaomi,190.22,white,1,15
140291,610,samsung,153.94,gold,0,30
18424,493,samsung,230.63,white,1,4
156985,501,huawei,111.7,silver,1,2
187027,26,apple,373.5,gold,0,30
108579,22,apple,469.77,blue,0,30
143697,474,samsung,129.99,black,0,30
121984,408,xiaomi,190.22,gold,0,30
203120,419,samsung,250.82,blue,1,14
131779,457,samsung,171.74,white,1,27
113172,269,apple,746.22,gold,0,30
2761,486,samsung,365.86,blue,0,30
214845,230,samsung,89.84,silver,1,6
42659,260,apple,732.09,gold,0,30
9412,406,xiaomi,187.89,white,1,19
123273,474,samsung,131.64,silver,1,13
45086,66482,samsung,771.94,white,1,24
117267,617,apple,1415.48,white,1,8
110161,63,apple,968.06,silver,1,10
47136,421,samsung,250.84,black,0,30
